an,judet,emig_masc_nr,emig_fem_nr,emigranti_total_nr,emig_15_64_nr,imig_masc_nr,imig_fem_nr,imigranti_total_nr,imigranti_15_64_nr,populatie_15_64,populatie_rurala,populatie_totala,pondere_rurala,rata_emig_def,rata_imig_def,rata_emig_15_64,rata_imig_15_64,intensitate_migratie,sup_grau_ha,sup_orz_orzoaica_ha,sup_porumb_boabe_ha,sup_floarea_soarelui_ha,sup_rapita_ha,sup_soia_boabe_ha,sup_totala_cultivata_ha,pondere_grau,pondere_orz_orzoaica,pondere_porumb_boabe,pondere_floarea_soarelui,pondere_rapita,pondere_soia_boabe,prod_grau_tone,prod_orz_orzoaica_tone,prod_porumb_boabe_tone,prod_floarea_soarelui_tone,prod_rapita_tone,prod_soia_boabe_tone,yield_grau,yield_orz_orzoaica,yield_porumb_boabe,yield_floarea_soarelui,yield_rapita,yield_soia_boabe,ocupati_total_nr,ocupati_agri_nr,pondere_ocupati_agri,tractoare_nr,pluguri_nr,semanatori_mecanice_nr,masini_stropit_prafuit_mecanice_nr,combine_cereale_nr,tractoare_1000ha,pluguri_1000ha,semanatori_1000ha,masini_stropit_1000ha,combine_1000ha,z_tractoare_1000ha,z_pluguri_1000ha,z_semanatori_1000ha,z_combine_1000ha,indice_mecanizare_vechi,temperatura_medie_anuala_C,schimbare_temp_anuala_C,precipitatii_anuale_mm,schimbare_precipitatii_anuala_mm,schimbare_precipitatii_anuala_pct,log_suprafata,log_tractoare,rezid_tractoare,z_rezid_tractoare,log_pluguri,rezid_pluguri,z_rezid_pluguri,log_semanatori,rezid_semanatori,z_rezid_semanatori,log_combine,rezid_combine,z_rezid_combine,indice_mecanizare_rezidual,schimbare_pondere_ocupati_agri
2019,Hunedoara,266,305,571,497,88,75,163,142,249505,97536,382254,25.51601815,1.493771157,0.426418036,1.991944049,0.569126871,1.920189194,7539,584,17245,484,183,283,26318,28.64579375,2.219013603,65.52549586,1.83904552,0.695341591,1.075309674,31307,2094,104156,1104,586,587,4.152672768,3.585616438,6.039779646,2.280991736,3.202185792,2.074204947,166400,30700,18.44951923,6317,4664,1074,37,273,240.0258378,177.2171138,40.80857208,1.405881906,10.37312866,2.108830936,2.5493069,2.272700332,1.035765673,1.99165096,9.433462072,0.248843158,927.5625621,-150.3869485,-13.95120523,10.178008394710085,8.75115798136203,0.2951196689282689,0.6766006229379716,8.447843113281444,0.3754169153146609,0.8752776354180926,6.980075940561763,0.29315893192573306,0.8126211249989078,5.6131281063880705,-0.02516986561444501,-0.05996606412999723,0.5761333298062438,-0.12019231000000019
2020,Hunedoara,230,267,497,407,64,64,128,103,244276,97785,377507,25.90283094,1.316531879,0.33906656,1.666148128,0.421654194,1.655598439,8755,594,17167,338,340,1262,28456,30.76679786,2.08743323,60.32822603,1.187798707,1.194827101,4.434917065,34250,1713,72045,623,765,2102,3.912050257,2.883838384,4.196714627,1.843195266,2.25,1.665610143,165300,29300,17.72534785,9041,5098,1098,48,416,317.7185831,179.1537813,38.58588698,1.686814732,14.61906101,3.062352223,2.587616422,2.064354519,2.022525675,2.43421221,8.990982056,-0.442480017,1082.009306,154.446744,16.65081692,10.256114313628292,9.109635667854551,0.6094596236213299,1.397266276745351,8.536799721055155,0.4918092293069751,1.1466441754330634,7.002155954403621,0.28783588901792356,0.797865930307253,6.0330862217988015,0.37100419554962105,0.8839006820146944,1.0564192661250904,-0.7241713800000014
2021,Hunedoara,351,433,784,677,94,74,168,140,236131,96519,367584,26.25767172,2.132845826,0.457038391,2.867052611,0.592891234,2.589884217,8985,599,19477,687,616,330,30694,29.27282205,1.95152147,63.45539845,2.238222454,2.006906887,1.07512869,35369,1888,87090,1487,1793,660,3.936449638,3.151919866,4.471427838,2.164483261,2.910714286,2.0,149400,15200,10.17402945,9130,6007,1145,48,450,297.4522708,195.7060012,37.30370756,1.563823549,14.66084577,2.813624236,2.915038465,1.944168032,2.032236505,2.42626681,8.1078446,-0.883137456,1032.734943,-49.27436333,-4.553968534,10.33182247473504,9.11943049661634,0.6015042670409407,1.379027576364818,8.700847193443972,0.6516537812486174,1.519318809288277,7.044032897274685,0.33336181673279963,0.9240614050733265,6.111467339502679,0.40366276008276625,0.9617082319312211,1.1960290056644107,-7.551318399999998
2022,Hunedoara,530,619,1149,975,127,130,257,198,229391,94391,359224,26.27636238,3.198561343,0.71543104,4.250384714,0.86315505,3.913992384,8590,745,19218,679,648,283,30163,28.47859961,2.46991347,63.71382157,2.251102344,2.148327421,0.938235587,32449,2891,72731,1073,1711,364,3.777532014,3.880536913,3.784524925,1.580265096,2.640432099,1.286219081,149600,15100,10.09358289,9141,6290,1145,48,457,303.0534098,208.5336339,37.96041508,1.591353645,15.15101283,2.882366887,3.168783868,2.005725228,2.146151945,2.550756982,8.776425962,0.668581362,794.853479,-237.8814638,-23.03412559,10.314371286671152,9.12063445889169,0.5792277530831171,1.3279557407413762,8.74687531957003,0.6841580842661248,1.5951019941302043,7.044032897274685,0.3222810550005297,0.8933461169339787,6.126869184114185,0.4098008780003397,0.9763320196907969,1.198183967874089,-0.08044656000000039
2012,Ialomita,40,43,83,66,18,24,42,29,176823,152738,272221,56.10808865,0.304899328,0.154286407,0.373254611,0.164005814,0.459185735,103599,25327,95586,84960,4039,642,314153,32.97724357,8.06199527,30.42657559,27.04414728,1.285679271,0.204359023,288589,67714,312124,142347,7170,1842,2.785634996,2.67358945,3.26537359,1.67545904,1.775191879,2.869158879,99000,45600,46.06060606,3546,2643,1753,67,660,11.28749367,8.413098076,5.58008359,0.213271877,2.100887147,-0.698469533,-0.789831661,-1.029480476,-0.886713625,-0.851123824,12.58111267,1.087539673,697.8335813,224.2041993,47.33747689,12.657635407363722,8.173857454773621,-0.18192392007666314,-0.41708449354858107,7.880048200971577,-0.3141190791171473,-0.7323628573819567,7.469654172932128,-0.3160712753187589,-0.8761329345900853,6.493753839851686,-0.2363850802569072,-0.5631767407579998,-0.6471892565696558,
2013,Ialomita,60,96,156,122,26,18,44,42,175817,151533,270259,56.0695481,0.57722407,0.162806789,0.69390332,0.238884749,0.740030859,101064,22498,87902,62866,38950,1015,314295,32.15577722,7.158243052,27.96799185,20.00222721,12.39281567,0.322945004,454811,96919,537303,146681,106409,2465,4.500227579,4.307894035,6.112523037,2.33323259,2.731938383,2.428571429,97700,43500,44.52405322,3546,2643,1753,67,660,11.28239393,8.409296998,5.577562481,0.21317552,2.099937956,-0.698532122,-0.789906851,-1.029716795,-0.886934218,-0.851272497,12.89429932,0.313186646,599.7952604,-98.03832086,-14.04895429,12.658087314291318,8.173857454773621,-0.22216453367512123,-0.5093413882753751,7.880048200971577,-0.3481235219654186,-0.8116435906568493,7.469654172932128,-0.32419729329533364,-0.8986578286006782,6.493753839851686,-0.2662187980713666,-0.6342542213890989,-0.7134742572305004,-1.5365528399999988
2014,Ialomita,34,58,92,83,16,14,30,26,174166,150296,268353,56.00682683,0.342832016,0.111793049,0.476556848,0.149282868,0.454625065,104771,28515,82478,50015,48925,1899,316603,33.09223223,9.006547632,26.05092182,15.79738663,15.45310689,0.599804803,472223,114890,543088,128773,141846,4395,4.507191876,4.029107487,6.584640753,2.574687594,2.89925396,2.314375987,95800,42600,44.46764092,3503,2643,1753,67,440,11.06432978,8.347994176,5.536902683,0.211621494,1.389753098,-0.701208419,-0.791119492,-1.033528086,-1.05198207,-0.894459516,12.2383728,-0.655926514,837.839228,238.0439676,39.68753728,12.665403902063245,8.161660452056282,-0.24746327177831517,-0.567342069905054,7.880048200971577,-0.3753742061476322,-0.8751780597804403,7.469654172932128,-0.3500360580840569,-0.9702815242297594,6.089044875446846,-0.6407522577240528,-1.526563215183363,-0.9848412172746542,-0.05641229999999808
2015,Ialomita,55,71,126,94,34,35,69,59,171779,148787,266076,55.91898555,0.473548911,0.259324404,0.547214735,0.343464568,0.732873314,104379,22167,89495,49089,49016,6079,320225,32.59551878,6.922320244,27.94753689,15.32953392,15.30673745,1.898352721,526357,101523,471954,107702,136217,13270,5.042748062,4.579916091,5.273523661,2.194014952,2.779031337,2.182924823,90800,37400,41.18942731,3782,2386,1753,67,530,11.81044578,7.451011008,5.4742759,0.209227887,1.655086267,-0.692051354,-0.808862856,-1.039398476,-0.990318309,-0.882657748,12.79813309,0.559760284,644.1746766,-193.6645514,-23.11476295,12.676779152699337,8.23827262463303,-0.1991340427269872,-0.4565409613209065,7.77779262633883,-0.4911215883523079,-1.1450409531906305,7.469654172932128,-0.36956957467808227,-1.024427403823302,6.274762021241939,-0.516648058501973,-1.2308905849297453,-0.9642249758161461,-3.2782136100000017
2016,Ialomita,115,140,255,193,23,20,43,34,169257,147380,263588,55.91301577,0.967418851,0.163133375,1.140277802,0.200877955,1.130552225,103576,21221,75714,54203,59073,6319,320106,32.35678182,6.629366522,23.65279001,16.9328285,18.45419955,1.974033601,539668,105061,432887,135316,196476,16443,5.210357612,4.950803449,5.717397047,2.496466985,3.325986491,2.602152239,88700,32800,36.97857948,3696,2601,1764,48,597,11.54617533,8.12543345,5.510674589,0.149950329,1.865007216,-0.695294739,-0.795522,-1.035986605,-0.941532417,-0.86708394,12.46119995,-0.336933136,679.2813636,35.10668704,5.449870713,12.67640746992474,8.215276958936633,-0.25943151726749925,-0.594780845446051,7.86403565907245,-0.4471929434789095,-1.0426221253664179,7.475905969367397,-0.40151150088332876,-1.112968741578333,6.393590753950631,-0.3833142386986177,-0.9132288019269503,-0.915900128579438,-4.210847829999999
2017,Ialomita,93,113,206,156,30,35,65,57,166321,145577,260795,55.82047202,0.789892444,0.249237907,0.937945299,0.342710782,1.039130351,100172,17255,85008,45097,63247,6412,317191,31.58097172,5.439939973,26.800256,14.21761651,19.93972086,2.021494935,600519,93857,711300,140605,203855,21042,5.994878808,5.439408867,8.36744777,3.117834889,3.22315683,3.281659389,88100,32900,37.34392736,3818,2453,1774,43,734,12.03691151,7.733510724,5.59284469,0.135565007,2.314063135,-0.689271945,-0.803274685,-1.028284301,-0.837171258,-0.839500547,12.07400894,-0.38719101,684.3665138,5.085150169,0.748607343,12.667259395074224,8.247743887225516,-0.24895161814190736,-0.5707542995284163,7.805474625270857,-0.5183139190576442,-1.208439372255804,7.4815557019095165,-0.4022775307296582,-1.1150921359822419,6.5998704992128365,-0.17747623367715448,-0.4228290835262415,-0.8292787228231759,0.3653478800000016
2018,Ialomita,113,138,251,214,38,46,84,74,163482,143340,257922,55.57494126,0.973162429,0.325679857,1.309012613,0.452649221,1.298842286,99253,15040,84190,45269,62757,8945,315454,31.46354144,4.767731587,26.68851877,14.35042827,19.89418426,2.835595681,580541,87143,779148,121017,187367,26494,5.849102798,5.794082447,9.254638318,2.673286355,2.985595232,2.961878144,88200,33300,37.75510204,3852,2483,1739,43,681,12.21097212,7.871195166,5.512689647,0.136311475,2.158793358,-0.687135704,-0.800551127,-1.035797721,-0.873256149,-0.849185175,12.50286255,0.428853607,588.8901341,-95.47637972,-13.95105953,12.661768150016549,8.256607344626158,-0.2505018111647992,-0.5743083207455435,7.81762544305337,-0.5063678791670565,-1.1805873998978724,7.461640392208575,-0.39685226673540885,-1.100053589820735,6.525029657843462,-0.24496823631330766,-0.5836257210743863,-0.8596437578846343,0.4111746799999949
2019,Ialomita,88,110,198,165,53,65,118,86,161303,141420,255871,55.27003842,0.773827436,0.461169886,1.022919599,0.533158094,1.234997323,104948,18053,112242,49393,22687,7475,314798,33.33820418,5.734788658,35.65524559,15.69037923,7.206843754,2.374538593,557566,91203,835269,134738,51606,22318,5.312783474,5.051958123,7.441679585,2.72787642,2.274694759,2.985685619,89600,33100,36.94196429,3967,2553,1736,51,726,12.6017319,8.109962579,5.514647488,0.162008653,2.306240827,-0.682339918,-0.795828032,-1.035614201,-0.838989173,-0.838192831,13.35538025,0.8525177,474.9335733,-113.9565608,-19.35107318,12.65968644226505,8.286017468404763,-0.24259939471225778,-0.5561909925650077,7.845416036592485,-0.4502775123234857,-1.0498137409128352,7.459914766241105,-0.3298302455128992,-0.9142720755827999,6.588926477533519,-0.16183478863227663,-0.3855640495759346,-0.7264602146591443,-0.8131377499999957
2020,Ialomita,63,97,160,137,25,34,59,42,159121,140112,253982,55.16611413,0.629965903,0.232299927,0.860980009,0.263950076,0.86226583,102076,15892,127266,43921,21193,6949,317297,32.17049011,5.008556652,40.10942429,13.84223614,6.67923113,2.190061677,166009,25708,302497,59927,42181,14078,1.626327442,1.617669268,2.376887778,1.364427039,1.990326995,2.025903008,88600,31900,36.00451467,4010,2417,1686,67,769,12.63800162,7.617468807,5.313633599,0.211158631,2.423596819,-0.68189478,-0.805570128,-1.054456457,-0.811715493,-0.838409214,13.78445892,0.429078674,484.5277704,9.594197183,2.02011349,12.667593522751929,8.296795865770052,-0.27390571104522365,-0.6279648367472648,7.790696031174738,-0.4712462829182176,-1.0987020440102013,7.430707082545968,-0.35524546287818914,-0.9847217200531465,6.646390514847729,-0.09668673051579901,-0.23035175361852736,-0.735435088607285,-0.9374496200000024
2021,Ialomita,119,115,234,208,39,47,86,73,156952,140276,251703,55.73076205,0.929667108,0.341672527,1.325245935,0.465110352,1.271339634,110092,18739,114255,58572,33780,5568,341006,32.28447593,5.495211228,33.50527557,17.17623737,9.905984059,1.632815845,548544,105863,959009,154710,130420,16492,4.982596374,5.649340947,8.393584526,2.641364474,3.860864417,2.961925287,73900,17500,23.68064953,4142,2474,1698,67,778,12.14641385,7.255004311,4.979384527,0.196477481,2.281484783,-0.687928026,-0.812740095,-1.085787658,-0.844742508,-0.857799572,12.21234512,-1.5721138,693.3659535,208.8381831,43.10138569,12.739655351418776,8.329175442077402,-0.25916968033117094,-0.5941805498613099,7.813995675002791,-0.45182151255907055,-1.0534135490731973,7.4377951216719325,-0.34288805244153764,-0.950467628918549,6.658011045870748,-0.12915420905230324,-0.30770404980806,-0.726441444415279,-12.323865139999999
2022,Ialomita,154,233,387,315,56,91,147,114,155516,140565,250252,56.16938126,1.546441187,0.587407893,2.02551506,0.733043545,2.13384908,100375,16456,117527,58946,40046,8089,341439,29.39763765,4.819601744,34.42108254,17.26399152,11.72859574,2.369090819,460478,76861,538779,145958,105937,21019,4.587576588,4.670697618,4.584299778,2.476130696,2.64538281,2.598467054,75500,17800,23.57615894,4345,2488,1702,67,763,12.72555273,7.286806721,4.984784984,0.196228316,2.234659778,-0.680820267,-0.812111006,-1.085281441,-0.855624698,-0.858459353,13.34660797,1.134262848,285.1792133,-408.1867402,-58.87031778,12.740924318318978,8.377011160816375,-0.23536192290998947,-0.5395981373761497,7.819636302367592,-0.46138889107274306,-1.0757197161663297,7.440146680662688,-0.35993626785169663,-0.9977243844771251,6.638567789166521,-0.1662528874485787,-0.39608996977786776,-0.7522830519493681,-0.10449059000000105
2012,Iasi,301,377,678,489,3893,2636,6529,5928,523792,417572,774124,53.94122905,0.875828679,8.434049325,0.933576687,11.31746953,9.309878004,31746,3201,100771,27234,1865,5423,170240,18.64779135,1.880286654,59.19349154,15.99741541,1.095512218,3.18550282,70965,6623,137765,29362,2747,4578,2.235399735,2.069040925,1.367109585,1.078137622,1.472922252,0.844182187,287100,96000,33.43782654,3332,2545,1603,230,387,19.57236842,14.94948308,9.416118421,1.351033835,2.273261278,-0.596789455,-0.66053441,-0.669905566,-0.846653661,-0.693470773,10.4815979,0.623858134,551.2248422,119.200289,27.59109131,12.044964485135417,8.11162807830774,-0.22623527223438877,-0.5186740913616182,7.842278779117352,-0.2967687750487116,-0.6919109424593788,7.38025578842646,-0.13320603949092558,-0.36924012840652565,5.961005339623274,-0.49449122183945615,-1.1781029257274724,-0.6894820219887488,
2013,Iasi,285,324,609,467,5012,3426,8438,7755,528344,420049,778383,53.96430806,0.782391188,10.84042175,0.883893827,14.6779371,11.62281293,32053,3461,93946,27055,4899,2476,163890,19.55763012,2.111782293,57.32259442,16.50802367,2.989200073,1.510769419,98154,8971,403905,54389,9473,5253,3.062240664,2.592025426,4.299331531,2.010312327,1.933659931,2.121567044,285800,91400,31.98040588,4035,3148,1683,230,422,24.62017207,19.20800537,10.26908292,1.403380316,2.574897797,-0.534837876,-0.576295916,-0.589952008,-0.776552956,-0.619409689,10.39311727,-0.088480632,663.8051913,112.5803491,20.42367116,12.006950750057873,8.3030093814735,-0.07396962588609668,-0.16958508775358447,8.054840221101024,-0.11475116505707739,-0.2675402314476035,7.428927194802272,-0.07556698045904042,-0.2094676913646398,6.0473721790462776,-0.42071508401480706,-1.002334620889271,-0.4122319078637747,-1.457420660000004
2014,Iasi,222,320,542,451,7641,5883,13524,12747,531446,423995,784596,54.03991354,0.690801381,17.23689644,0.848628083,23.9855037,17.92769782,38531,4431,98445,26259,10282,4098,182046,21.16552959,2.434000198,54.07699153,14.42437626,5.648023027,2.251079398,122360,11976,470541,51091,25885,10160,3.175624822,2.702775897,4.779734877,1.945656727,2.517506322,2.479258175,280300,87500,31.21655369,4168,3168,1683,230,439,22.89531217,17.40219505,9.24491612,1.263416939,2.411478418,-0.556007042,-0.612016932,-0.6859534,-0.814531825,-0.6671273,10.20750427,-0.185612996,749.3165118,85.5113205,12.88199032,12.112014681376474,8.335431477880796,-0.057507959825002786,-0.13184455506736895,8.06117135969092,-0.14446467587687017,-0.3368167355937194,7.428927194802272,-0.1448434940725436,-0.4014985398153727,6.0867747269123065,-0.3949542912159538,-0.9409606995231978,-0.4527801324999147,-0.7638521899999979
2015,Iasi,367,462,829,672,4809,3164,7973,7448,531025,425938,788225,54.03761616,1.051730153,10.1151321,1.265477143,14.025705,11.16686225,37787,3804,96869,26633,6064,8395,179552,21.04515683,2.118606309,53.95038763,14.83302887,3.3772946,4.675525753,113838,9270,279856,44005,15252,13774,3.012623389,2.436908517,2.889015062,1.652273495,2.515171504,1.640738535,277400,76200,27.46935833,3957,3340,1880,230,492,22.03818392,18.6018535,10.47050437,1.28096596,2.74015327,-0.566526558,-0.588286301,-0.571071548,-0.738147377,-0.616007946,11.32427216,1.116767883,491.4450107,-257.8715011,-34.41422911,12.0982201385507,8.28349412616251,-0.13699214543020943,-0.3140724956499023,8.114025442356757,-0.10283796800704081,-0.23976483156854916,7.53955882930103,-0.042560221393286746,-0.11797469298184945,6.20050917404269,-0.3315499123756469,-0.7899026404178534,-0.3654286651545386,-3.7471953600000028
2016,Iasi,565,724,1289,1059,3193,2271,5464,5043,528962,425592,789399,53.91342021,1.632887805,6.921721462,2.002034173,9.533766131,8.554609266,38566,3912,100483,25755,5920,5035,179671,21.46478842,2.177312978,55.92610939,14.33453368,3.294911254,2.802344285,139265,12352,365201,40398,11073,7144,3.6110823,3.157464213,3.63445558,1.568549796,1.870439189,1.418867925,276100,65200,23.61463238,3984,3351,1898,233,495,22.17386223,18.6507561,10.56375264,1.296814734,2.755035593,-0.564861381,-0.587318951,-0.56233082,-0.734688706,-0.612299965,10.94669342,-0.377578735,747.0411757,255.596165,52.00910773,12.098882679670577,8.290292591224315,-0.16752573587220176,-0.38407476418255376,8.117312461601975,-0.14195838190220833,-0.3309733572740027,7.549082710812286,-0.07168965923511905,-0.1987199610660336,6.206575926724928,-0.31144168475894674,-0.7419956994244306,-0.4139409454867552,-3.854725949999999
2017,Iasi,702,789,1491,1143,4296,3666,7962,6899,527029,425282,790952,53.76837027,1.885070143,10.06635042,2.168761112,13.09036125,11.95142057,34060,4310,91165,26180,10137,6255,172107,19.79001435,2.504256073,52.96995474,15.21146728,5.88994056,3.634366993,149796,16065,486253,67889,22449,11629,4.398003523,3.72737819,5.333768442,2.59316272,2.214560521,1.859152678,282700,65600,23.20481075,3998,3365,1915,234,500,23.22973499,19.55179046,11.12679903,1.359619307,2.905169459,-0.551902679,-0.56949545,-0.509553052,-0.699797408,-0.582687147,10.56526184,-0.38143158,576.8536987,-170.187477,-22.78153903,12.055871655399194,8.293799608846818,-0.18501539985632398,-0.42417211719736936,8.121480374750751,-0.14730388682054674,-0.34343630370548517,7.557994958530806,-0.05414488473381862,-0.15008676984977115,6.2166061010848646,-0.28667348616549404,-0.6829865887684294,-0.40017044488026376,-0.4098216299999997
2018,Iasi,805,1071,1876,1489,4693,3488,8181,7099,525743,424826,793324,53.5501258,2.364733703,10.3123062,2.832182264,13.50279509,12.6770399,34290,3426,90848,25546,11921,4071,170102,20.15849314,2.014085666,53.40795523,15.01804799,7.008148052,2.39326992,142498,13534,590948,60086,23963,10917,4.155672208,3.950379451,6.504799225,2.352070774,2.010150155,2.6816507,287300,66500,23.14653672,4007,3376,1927,235,505,23.55645436,19.84691538,11.32849702,1.381524027,2.968806951,-0.547892859,-0.563657538,-0.490646671,-0.685007975,-0.571801261,10.5601209,-0.00514094,574.3454327,-2.50826598,-0.434818393,12.044153536104366,8.2960476427647,-0.1929989067173068,-0.4424753557954148,8.124743020385568,-0.14368581034429795,-0.3350008249252108,7.564238475170491,-0.019793646062602477,-0.054866944785111824,6.226536669287466,-0.2666027546124319,-0.6351689804473054,-0.36687802648826073,-0.058274029999999755
2019,Iasi,862,1063,1925,1480,5785,4539,10324,8601,523143,422994,794935,53.21114305,2.421581639,12.98722537,2.829054389,16.44101135,15.40880701,36018,4787,97584,35196,6082,4830,184497,19.52226865,2.594622135,52.89191694,19.07673296,3.296530567,2.617928747,146955,16881,535020,106362,10606,8850,4.080043312,3.526425736,5.482661092,3.021991135,1.743834265,1.832298137,289300,65700,22.70998963,4016,3386,1937,236,508,21.76729161,18.35260194,10.4988157,1.279153591,2.753432305,-0.569851213,-0.593216785,-0.568417755,-0.735061312,-0.616636766,11.37377548,0.813654582,548.1356421,-26.20979065,-4.563419356,12.125388482167919,8.298290634359283,-0.2147002809781391,-0.49222860808392055,8.127699852817772,-0.11992489431064435,-0.27960268607504063,7.569411792450712,0.0171023952738949,0.04740693928834828,6.2324480165505225,-0.2788031853102009,-0.6642359536621372,-0.3471650771331875,-0.43654709000000125
2020,Iasi,840,991,1831,1451,3080,2603,5683,4607,519872,422938,796159,53.12230346,2.299791876,7.138021425,2.791071648,8.86179675,9.437813301,39990,4391,97726,35905,6344,5833,190189,21.02645263,2.308756027,51.38362366,18.87858919,3.335629295,3.066949193,121669,11725,225986,65521,10703,8711,3.042485621,2.670234571,2.312444999,1.824843337,1.687105927,1.493399623,288700,63100,21.85659855,4394,3561,2026,275,550,23.10333405,18.72348033,10.6525614,1.445930101,2.891860202,-0.553453995,-0.585880382,-0.554006234,-0.702890496,-0.599057776,11.70813497,0.334359487,559.7982812,11.66263911,2.127692166,12.15577359356189,8.388222810119277,-0.16751020592397659,-0.38403915973544417,8.178077463849608,-0.03781831335841801,-0.08817270224521431,7.614312146452,0.055806247872605574,0.15469198100259854,6.311734809152915,-0.20190861218733058,-0.48103811805317703,-0.19963949975780926,-0.853391079999998
2021,Iasi,1461,1566,3027,2287,5049,4541,9590,7626,500814,425380,781532,54.42899331,3.873161943,12.27077074,4.566565631,15.2272101,16.14393269,48361,5733,106779,44834,9176,4984,219867,21.99557005,2.607485434,48.565269,20.39141845,4.17343212,2.266824944,225452,21828,633817,101669,21855,11050,4.661855627,3.807430665,5.935783253,2.267676317,2.381756757,2.217094703,260100,31100,11.95693964,4292,2632,1844,126,565,19.52089218,11.9708733,8.386888437,0.573073722,2.56973534,-0.597421222,-0.719454755,-0.766381561,-0.777752717,-0.715252564,9.897263845,-1.810871124,621.3858865,61.58760529,11.00174962,12.300778097068667,8.36474106822456,-0.21076875708333986,-0.4832150729102853,7.87587915949631,-0.3504538725494326,-0.8170767601962702,7.520234556474628,-0.06541682191268539,-0.18133198626203642,6.338594078203183,-0.2518354089240882,-0.599986448599824,-0.520402566992104,-9.899658910000001
2022,Iasi,2473,2480,4953,3778,5323,4711,10034,8168,485369,428916,769973,55.70532993,6.432693094,13.03162578,7.783768638,16.82843362,19.46431888,42019,4298,107075,47034,10065,4551,215042,19.53990383,1.998679328,49.79259866,21.8720064,4.680481022,2.116330763,107631,11684,172735,60539,18955,6200,2.561484091,2.718473709,1.613215036,1.287132713,1.883258818,1.362337948,267400,31400,11.74270755,4435,2717,1865,126,616,20.62387813,12.63474112,8.672724398,0.58593205,2.864556691,-0.5838843,-0.706322682,-0.739588416,-0.709235866,-0.684757816,11.03528468,1.138020833,400.5041055,-220.881781,-35.54663628,12.278588636868909,8.397508348470257,-0.20134337872000607,-0.4616061544155731,7.907651594711089,-0.3317789757086089,-0.7735365815796179,7.531552381407289,-0.06307412732187956,-0.17483816019504886,6.424869023905388,-0.17270016184774928,-0.41145030884390016,-0.455357801258535,-0.21423208999999943
2012,Ilfov,21,36,57,43,303,220,523,496,280953,227280,399617,56.87445729,0.142636575,1.308753131,0.15305051,1.765419839,1.451389706,18290,6015,7288,8495,2388,0,42476,43.05961013,14.16093794,17.15792447,19.99952915,5.621998305,0.0,52046,15364,12538,11502,3221,0,2.845598688,2.554280964,1.720362239,1.353972925,1.348827471,,168400,35500,21.0807601,1243,1196,746,25,197,29.26358414,28.15707694,17.56285903,0.588567662,4.637913174,-0.477849386,-0.399272936,0.093738055,-0.297105596,-0.270122466,12.16868993,0.795161197,705.8983071,197.2503168,38.77933671,10.656694489523737,7.126087273299125,-1.1711750716702545,-2.6850727568892454,7.087573705557973,-0.926576356514853,-2.160295738631998,6.616065185132817,-0.28046608301375375,-0.7774372160710036,5.288267030694535,-0.5449089142692864,-1.298220793015509,-1.730256626151939,
2013,Ilfov,36,69,105,82,326,254,580,543,290845,233634,412405,56.65159249,0.254604091,1.406384501,0.281937114,1.866973818,1.660988591,19358,7005,10387,8543,4749,6,50048,38.67886829,13.9965633,20.75407609,17.06961317,9.488890665,0.011988491,80805,26058,48989,16560,11461,8,4.174243207,3.719914347,4.71637624,1.938429123,2.413350179,1.333333333,165900,33600,20.25316456,1400,1154,725,12,218,27.97314578,23.05786445,14.48609335,0.239769821,4.355818414,-0.493686906,-0.500141254,-0.194665934,-0.362664772,-0.387789716,12.4554877,0.286797774,667.8275432,-38.07076389,-5.393236322,10.820737823904983,7.244941546337007,-1.0973457672040663,-2.515809374430521,7.051855622955894,-1.0110165947166854,-2.357166601431274,6.587550014824796,-0.3898053424456833,-1.0805198866977144,5.389071729816501,-0.5472711594297595,-1.3038487350535626,-1.814336149403268,-0.8275955400000008
2014,Ilfov,56,77,133,100,246,239,485,445,299059,239048,424388,56.32770012,0.313392462,1.142822134,0.334382179,1.488000696,1.456214596,18343,5952,9799,10248,7634,187,52163,35.16477196,11.41038667,18.78534593,19.64610931,14.63489447,0.358491651,74025,20549,52443,19138,19144,444,4.035599411,3.452452957,5.35187264,1.867486339,2.507728583,2.374331551,170700,32500,19.03925015,1445,1156,726,12,220,27.70162759,22.16130207,13.91791116,0.230048118,4.217548837,-0.497019243,-0.517876294,-0.247925111,-0.394798795,-0.414404861,11.93338816,-0.522099545,929.5860561,261.7585129,39.19552519,10.862128710284015,7.27655640271871,-1.079829174831617,-2.475650284546784,7.053585727193677,-1.0396027126719618,-2.423814609842684,6.588926477533519,-0.4294098547441054,-1.190301509681425,5.3981627015177525,-0.5232791890760122,-1.2466889530000542,-1.8341138392677365,-1.2139144099999974
